0.037299585,0.162893977
0.160570129,0.267379047
0.185627792,0.273394563
0.30522291,0.465194721
0.501131675,0.56432385
0.5075239,0.624435306
0.606396015,0.67077682
0.724837264,0.79316621
0.929877527,0.88300858
1.02411647,0.940025993
1.164046476,1.187667062
1.173801244,1.34004278
1.27576913,1.356077084
1.470599297,1.450245413
1.606919906,1.528467396
1.803274432,1.578949329
1.819020937,1.656808807
1.895595293,1.992760389
2.032676368,2.078129813
2.122168272,2.177560966
2.176865213,2.202521208
2.301482093,2.282265081
2.317242082,2.288934863
2.523072447,2.613288363
2.551813469,2.66154979
2.611449447,2.966560347
3.000694537,3.050238422
3.123989246,3.522659609
3.241534865,3.56574219
3.297801282,3.622107052
3.419442698,3.734009918
3.540287507,3.895448819
3.567900201,3.95223805
3.63174521,4.04014699
3.836444967,4.053672079
3.99509943,4.243388171
4.063112774,4.357572238
4.114153569,4.439062639
4.208160709,4.472013694
4.296970616,4.551106763
4.301144663,4.574209252
4.346081719,4.651752581
4.390142073,4.709909229
4.426580871,4.855076026
4.532720046,4.915766316
4.686058829,5.368167637
4.821869358,5.590073387
4.831527173,5.612680544
5.056441672,5.710763157
5.10561958,5.723960665
5.213160275,5.898254306
5.290867197,5.91747444
5.620594815,6.027206341
5.684412703,6.130203767
5.817366971,6.188822533
5.851830101,6.265771883
5.852270361,6.27980861
5.882948923,6.482293714
5.923319363,6.552383912
5.976628926,6.603525132
5.990162231,6.737162204
6.326909766,6.75163191
6.495120478,6.799636315
6.650557635,6.891535106
6.65876301,6.993858775
6.67205171,7.199222671
6.798556104,7.221605976
6.987815855,7.284810663
7.03272947,7.309680378
7.231457616,7.347236222
7.413628185,7.35525706
7.706245167,7.526823361
7.722073913,7.54263345
7.996980668,7.68031838
8.353892864,7.705370393
8.55282022,7.912790481
8.586082768,7.975932272
8.588536104,8.016022395
8.656547541,8.077934541
8.663234776,8.088804918
8.745896881,8.194969481
8.803320135,8.294943591
8.876980115,8.360326581
8.883363676,8.43677971
9.017246838,8.471192032
9.087509664,8.550903355
9.090502363,8.581481948
9.143362295,8.742071497
9.181668331,8.860573117
9.248212002,8.872214373
9.364845238,9.101490289
9.464637654,9.139287118
9.515297022,9.153495911
9.517211327,9.15679649
9.575459221,9.330711261
9.649681834,9.520717403
9.692434426,9.651644933
9.868941095,9.867782177
9.890921523,9.892994673
9.910547386,9.90824634
